"","BLC_I","BLC_NAME","NADSKUPINA_ID","NADSKUPINA_NAME","SPU_ID","SPU_NAME","PU_ID","PU_NAME","POL_ID","POL_NAME","PRG_ID","PRG_NAME","POD_ID","POD_NAME","SPP2015","SPP2016","SPP2018"
"1","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",11,"PREDSEDNIK REPUBLIKE SLOVENIJE",1111,"Predsednik Republike Slovenije",1,"POLITIÈNI SISTEM",101,"Politièni sistem",10101,"Dejavnost predsednika Republike Slovenije",2287640.89,2253964.01,2288856
"2","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",11,"PREDSEDNIK REPUBLIKE SLOVENIJE",1111,"Predsednik Republike Slovenije",1,"POLITIÈNI SISTEM",101,"Politièni sistem",10102,"Dejavnost bivšega predsednika Republike Slovenije",31200,30600,22500
"3","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",121,"DRŽAVNI ZBOR",1211,"Državni zbor",1,"POLITIÈNI SISTEM",101,"Politièni sistem",10103,"Dejavnost državnega zbora",23852298,24353500,25172629.87
"4","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",122,"DRŽAVNI SVET",1212,"Državni svet",1,"POLITIÈNI SISTEM",101,"Politièni sistem",10104,"Dejavnost državnega sveta",1855115,1855745,1903681
"5","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",123,"DRŽAVNA VOLILNA KOMISIJA",1213,"Državna volilna komisija",1,"POLITIÈNI SISTEM",101,"Politièni sistem",10105,"Izvedba in nadzor volitev in referendumov",4881498,1568610.76,3924456.62
"6","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",124,"VARUH ÈLOVEKOVIH PRAVIC",1214,"Varuh èlovekovih pravic",1,"POLITIÈNI SISTEM",102,"Varstvo ustavnosti, nadzor pravne države in èlovekovih pravic",10203,"Odprava in prepreèevanje kršitev èlovekovih pravic",1898118,1912669,1987391
"7","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",124,"VARUH ÈLOVEKOVIH PRAVIC",1214,"Varuh èlovekovih pravic",1,"POLITIÈNI SISTEM",102,"Varstvo ustavnosti, nadzor pravne države in èlovekovih pravic",10206,"Izvajanje opcijskega sporazuma",127800,132164,166400
"8","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",125,"INFORMACIJSKI POOBLAŠÈENEC",1215,"Informacijski pooblašèenec",1,"POLITIÈNI SISTEM",102,"Varstvo ustavnosti, nadzor pravne države in èlovekovih pravic",10205,"Dostop do informacij javnega znaèaja in varstvo osebnih podatkov",1219743.72,1413749.02,1504720.76
"9","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",127,"NACIONALNA AGENCIJA RS ZA KAKOVOST V VISOKEM ŠOLSTVU",1217,"Nacionalna agencija RS za kakovost v visokem šolstvu",19,"IZOBRAŽEVANJE IN ŠPORT",1905,"Višje in visokošolsko izobraževanje",190503,"Spodbujanje kakovosti v visokem šolstvu",1655450.38,1221863.65,1235484
"10","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",131,"USTAVNO SODIŠÈE",1311,"Ustavno sodišèe",1,"POLITIÈNI SISTEM",102,"Varstvo ustavnosti, nadzor pravne države in èlovekovih pravic",10202,"Dejavnost ustavnega sodišèa",3766196,4132730,4227860
"11","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",132,"RAÈUNSKO SODIŠÈE",1312,"Raèunsko sodišèe",2,"EKONOMSKA IN JAVNOFINANÈNA POLITIKA",203,"Fiskalni nadzor",20301,"Dejavnost raèunskega sodišèa",5636685,5327338,5773921
"12","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",134,"DRŽAVNA REVIZIJSKA KOMISIJA",1314,"Državna revizijska komisija",2,"EKONOMSKA IN JAVNOFINANÈNA POLITIKA",203,"Fiskalni nadzor",20302,"Pravno varstvo in nadzor v postopkih oddaje javnih naroèil",1224985.89,1179836.47,1194087.42
"13","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",135,"KOMISIJA ZA PREPREÈEVANJE KORUPCIJE",1315,"Komisija za prepreèevanje korupcije",1,"POLITIÈNI SISTEM",102,"Varstvo ustavnosti, nadzor pravne države in èlovekovih pravic",10204,"Odprava in prepreèevanje koruptivnih dejanj",1626500,1703169,1716340
"14","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",39,"SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI",3911,"Slovenska akademija znanosti in umetnosti",5,"ZNANOST IN INFORMACIJSKA DRUŽBA",502,"Znanstveno raziskovalna dejavnost",50203,"Znanstveno raziskovalna dejavnost Slovenske akademije znanosti in umetnosti",321000,221000,221955
"15","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",39,"SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI",3911,"Slovenska akademija znanosti in umetnosti",5,"ZNANOST IN INFORMACIJSKA DRUŽBA",503,"Èloveški viri v podporo znanosti",50301,"Podporna dejavnost Slovenske akademije znanosti in umetnosti",1359044,1427568.17,1443977
"16","A","Bilanca odhodkov",1,"NEVLADNI PRORAÈUNSKI UPORABNIKI",39,"SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI",3911,"Slovenska akademija znanosti in umetnosti",5,"ZNANOST IN INFORMACIJSKA DRUŽBA",503,"Èloveški viri v podporo znanosti",50304,"Èlanske nagrade akademikom",1620000,1170401,1200470
"17","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",14,"KABINET PREDSEDNIKA VLADE",1411,"Kabinet predsednika vlade",1,"POLITIÈNI SISTEM",103,"Podpora delovanju vlade",10301,"Delovanje predsednika vlade",1368692,1225391,1352907
"18","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",15,"VLADNE SLUŽBE",1511,"Generalni sekretariat vlade",1,"POLITIÈNI SISTEM",101,"Politièni sistem",10106,"Sofinanciranje strank",2732000,NA,NA
"19","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",15,"VLADNE SLUŽBE",1511,"Generalni sekretariat vlade",1,"POLITIÈNI SISTEM",103,"Podpora delovanju vlade",10302,"Delovanje vlade",5240871,5742361,5630094.19
"20","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",15,"VLADNE SLUŽBE",1511,"Generalni sekretariat vlade",1,"POLITIÈNI SISTEM",103,"Podpora delovanju vlade",10303,"Delo strokovnih svetov vlade",10000,4200,4200
"21","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",15,"VLADNE SLUŽBE",1511,"Generalni sekretariat vlade",1,"POLITIÈNI SISTEM",103,"Podpora delovanju vlade",10304,"Izvedba protokolarnih dogodkov",4200000,3760000,3720000
"22","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",15,"VLADNE SLUŽBE",1512,"Protokol v vladi Republike Slovenije",1,"POLITIÈNI SISTEM",103,"Podpora delovanju vlade",10304,"Izvedba protokolarnih dogodkov",1328502,1234250,1183027
"23","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",15,"VLADNE SLUŽBE",1518,"Urad vlade za komuniciranje",1,"POLITIÈNI SISTEM",103,"Podpora delovanju vlade",10305,"Komuniciranje z domaèimi in tujimi javnostmi",4673413,4524536,4254000
"24","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",15,"VLADNE SLUŽBE",1535,"Urad za varovanje tajnih podatkov",8,"NOTRANJE ZADEVE IN VARNOST",803,"Obvešèevalno-varnostna dejavnost",80302,"Varovanje tajnih podatkov",526361,482512,468531
"25","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",152,"SLOVENSKA OBVEŠÈEVALNO-VARNOSTNA AGENCIJA",1524,"Slovenska obvešèevalno - varnostna agencija",8,"NOTRANJE ZADEVE IN VARNOST",803,"Obvešèevalno-varnostna dejavnost",80301,"Obvešèevalno varnostna dejavnost",13022328,12661254,12811038
"26","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",154,"URAD VLADE RS ZA SLOVENCE V ZAMEJSTVU IN PO SVETU",1537,"Urad Vlade RS za Slovence v zamejstvu in po svetu",18,"KULTURA IN CIVILNA DRUŽBA",1804,"Podpora nevladnim organizacijam in civilni družbi",180401,"Podpora Slovencem v zamejstvu in po svetu",8900789,8394771,8482992
"27","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",1540,"URAD VLADE RS ZA NARODNOSTI",1540,"Urad Vlade RS za narodnosti",18,"KULTURA IN CIVILNA DRUŽBA",1804,"Podpora nevladnim organizacijam in civilni družbi",180402,"Podpora manjšinam",4758022,4898790,4946956.48
"28","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",155,"SLUŽBA VLADE ZA ZAKONODAJO",1517,"Služba vlade za zakonodajo",1,"POLITIÈNI SISTEM",102,"Varstvo ustavnosti, nadzor pravne države in èlovekovih pravic",10201,"Priprava in nadzor zakonov in drugih pravnih aktov",1977354,2013877,2126897
"29","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",156,"STATISTIÈNI URAD REPUBLIKE SLOVENIJE",1522,"Statistièni urad Republike Slovenije",2,"EKONOMSKA IN JAVNOFINANÈNA POLITIKA",202,"Podlage ekonomske in razvojne politike ter priprava makroekonomskih analiz in napovedi",20201,"Statistièna raziskovanja",11448787,12802753.34,10875258
"30","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",159,"URAD RS ZA MAKROEKONOMSKE ANALIZE IN RAZVOJ",1532,"Urad RS za makroekonomske analize in razvoj",2,"EKONOMSKA IN JAVNOFINANÈNA POLITIKA",202,"Podlage ekonomske in razvojne politike ter priprava makroekonomskih analiz in napovedi",20202,"Priprava analiz in napovedi",2138424,2103060,2137997
"31","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",2,"EKONOMSKA IN JAVNOFINANÈNA POLITIKA",201,"Urejanje javnofinanène politike",20101,"Izvajanje in urejanje javnofinanène politike",21734635.11,22183976.72,25082147.4
"32","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",2,"EKONOMSKA IN JAVNOFINANÈNA POLITIKA",203,"Fiskalni nadzor",20303,"Javnopravne evidence in nadzor revidiranja",3643997,3430000,4250000
"33","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",3,"ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE",303,"Mednarodno razvojno sodelovanje in humanitarna pomoè",30302,"Èlanstvo v mednarodnih institucijah",212600,302600,22600
"34","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",3,"ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE",303,"Mednarodno razvojno sodelovanje in humanitarna pomoè",30303,"Razvojno sodelovanje in mednarodna pomoè",11062000,9483900,7929300
"35","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",3,"ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE",303,"Mednarodno razvojno sodelovanje in humanitarna pomoè",30305,"Izvajanje Sporazuma o vprašanjih nasledstva",7e+05,3700000,NA
"36","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",6,"LOKALNA SAMOUPRAVA",604,"Koordinacija razvoja regij",60401,"Regionalni razvoj",28689.15,22824.9,1043.16
"37","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",9,"PRAVOSODJE",906,"Poprava preteklih krivic",90601,"Poprava krivic in odškodnine",8145569,30725469,78838967.5
"38","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",14,"PODJETNIŠTVO IN KONKURENÈNOST",1404,"Spodbujanje tujih investicij in odprtosti gospodarstva",140403,"Spodbujanje izvoza",2105000,12115900,7122800
"39","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",14,"PODJETNIŠTVO IN KONKURENÈNOST",1406,"Podpora prestrukturiranju finanènih in nefinanènih družb",140602,"Poroštva in jamstva",308000,90000,45000
"40","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",14,"PODJETNIŠTVO IN KONKURENÈNOST",1406,"Podpora prestrukturiranju finanènih in nefinanènih družb",140603,"Upravljanje s finanènim premoženjem",2142151.24,6900000,6250000
"41","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",21,"POKOJNINSKO VARSTVO",2101,"Pokojnine",210101,"Izplaèevanje pravic",1430010028,1359900431,1263081705
"42","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",22,"SERVISIRANJE JAVNEGA DOLGA",2201,"Servisiranje domaèega dolga",220102,"Servisiranje obresti iz naslova domaèega dolga",591742601.5,NA,NA
"43","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",22,"SERVISIRANJE JAVNEGA DOLGA",2202,"Servisiranje tujega dolga",220202,"Servisiranje obresti iz naslova tujega dolga",329650801.3,NA,NA
"44","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",22,"SERVISIRANJE JAVNEGA DOLGA",2203,"Stroški financiranja in upravljanja z dolgom",220301,"Stroški financiranja in upravljanja z dolgom",14962962,NA,NA
"45","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",23,"INTERVENCIJSKI PROGRAMI IN OBVEZNOSTI",2301,"Splošna proraèunska rezervacija",230101,"Tekoèa proraèunska rezerva",11050000,29900000,3.7e+07
"46","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",23,"INTERVENCIJSKI PROGRAMI IN OBVEZNOSTI",2302,"Posebna proraèunska rezerva in programi pomoèi v primerih nesreè",230201,"Rezerva Republike Slovenije",18896559,5121599,5e+06
"47","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1611,"Ministrstvo za finance",24,"PLAÈILA V EVROPSKO UNIJO",2401,"Finanèna stabilnost in plaèila sredstev v proraèun Evropske unije",240101,"Plaèilo prispevka v proraèun EU",413381590,411797475,421728720
"48","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1612,"Davèna uprava RS",2,"EKONOMSKA IN JAVNOFINANÈNA POLITIKA",204,"Davèna in carinska administracija",20401,"Davèna administracija",84031975,NA,NA
"49","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1612,"Davèna uprava RS",18,"KULTURA IN CIVILNA DRUŽBA",1804,"Podpora nevladnim organizacijam in civilni družbi",180407,"Donacije za upravièence dela dohodnine",4e+06,NA,NA
"50","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1613,"Carinska uprava RS",2,"EKONOMSKA IN JAVNOFINANÈNA POLITIKA",204,"Davèna in carinska administracija",20402,"Carinska administracija",49312651,NA,NA
"51","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1615,"Urad RS za prepreèevanje pranja denarja",2,"EKONOMSKA IN JAVNOFINANÈNA POLITIKA",203,"Fiskalni nadzor",20305,"Nadzor nad prepreèevanjem pranja denarja",567150,738197,1007897.01
"52","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1618,"Uprava RS za javna plaèila",2,"EKONOMSKA IN JAVNOFINANÈNA POLITIKA",201,"Urejanje javnofinanène politike",20102,"Plaèilne storitve za proraèunske uporabnike",5729237,5820449,6689498
"53","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1619,"Urad RS za nadzor proraèuna",2,"EKONOMSKA IN JAVNOFINANÈNA POLITIKA",203,"Fiskalni nadzor",20306,"Notranji nadzor, preverjanje porabe proraèuna ter revizija",2490918.02,2425235,2742948.69
"54","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",16,"MINISTRSTVO ZA FINANCE",1619,"Urad RS za nadzor proraèuna",6,"LOKALNA SAMOUPRAVA",604,"Koordinacija razvoja regij",60401,"Regionalni razvoj",23300,23309,15540
"55","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1711,"Ministrstvo za notranje zadeve",4,"SPLOŠNE JAVNE STORITVE IN SKUPNE ADMINISTRATIVNE SLUŽBE",401,"E-upravljanje in informacijska infrastruktura",40101,"Centralna informacijska infrastruktura in telekomunikacijska tehnologija",16889333,NA,NA
"56","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1711,"Ministrstvo za notranje zadeve",4,"SPLOŠNE JAVNE STORITVE IN SKUPNE ADMINISTRATIVNE SLUŽBE",401,"E-upravljanje in informacijska infrastruktura",40102,"Razvoj storitev javne uprave",2624864.46,NA,NA
"57","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1711,"Ministrstvo za notranje zadeve",4,"SPLOŠNE JAVNE STORITVE IN SKUPNE ADMINISTRATIVNE SLUŽBE",402,"Ravnanje s stvarnim premoženjem",40201,"Prostorski in drugi pogoji za delo državnih organov",126886,NA,NA
"58","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1711,"Ministrstvo za notranje zadeve",4,"SPLOŠNE JAVNE STORITVE IN SKUPNE ADMINISTRATIVNE SLUŽBE",404,"Druge skupne administrativne službe",40401,"Urejanje in organizacija javne uprave",455651.13,NA,NA
"59","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1711,"Ministrstvo za notranje zadeve",6,"LOKALNA SAMOUPRAVA",601,"Podpora lokalni samoupravi ter koordinacija državne in lokalne ravni",60101,"Podpora lokalni samoupravi ter koordinacija državne in lokalne ravni",5628581,NA,NA
"60","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1711,"Ministrstvo za notranje zadeve",8,"NOTRANJE ZADEVE IN VARNOST",801,"Urejanje sistema in podporne dejavnosti na podroèju notranjih zadev",80101,"Urejanje sistema notranjih zadev",29337133,20757397,21717489
"61","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1711,"Ministrstvo za notranje zadeve",8,"NOTRANJE ZADEVE IN VARNOST",801,"Urejanje sistema in podporne dejavnosti na podroèju notranjih zadev",80102,"Upravne notranje zadeve",564469,1218000,NA
"62","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1711,"Ministrstvo za notranje zadeve",8,"NOTRANJE ZADEVE IN VARNOST",804,"Migracije in mednarodna zašèita",80401,"Migracije, mednarodna zašèita in integracija",1858045,4903477,5363746
"63","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1711,"Ministrstvo za notranje zadeve",18,"KULTURA IN CIVILNA DRUŽBA",1804,"Podpora nevladnim organizacijam in civilni družbi",180404,"Spodbujanje razvoja nevladnih organizacij ter civilnega in socialnega dialoga",116752,NA,NA
"64","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1711,"Ministrstvo za notranje zadeve",19,"IZOBRAŽEVANJE IN ŠPORT",1907,"Državne štipendije, štipendije za nadarjene ter nagrade za trajnostni razvoj",190701,"Štipendije",25000,NA,NA
"65","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1714,"Policija",8,"NOTRANJE ZADEVE IN VARNOST",802,"Policijska in kriminalistièna dejavnost",80201,"Javni red in splošna varnosti ljudi in premoženja",205349763,259815204,258923324
"66","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1714,"Policija",8,"NOTRANJE ZADEVE IN VARNOST",802,"Policijska in kriminalistièna dejavnost",80202,"Kriminalistièna dejavnost",6565551,13514557.99,8161796
"67","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1714,"Policija",8,"NOTRANJE ZADEVE IN VARNOST",802,"Policijska in kriminalistièna dejavnost",80203,"Zunanja meja in izvajanje predpisov o tujcih",59582636,55864233.64,64610296
"68","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1715,"Inšpektorat RS za notranje zadeve",8,"NOTRANJE ZADEVE IN VARNOST",801,"Urejanje sistema in podporne dejavnosti na podroèju notranjih zadev",80103,"Nadzor na podroèju notranjih zadev",719554,755997,859050
"69","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",17,"MINISTRSTVO ZA NOTRANJE ZADEVE",1716,"Inšpektorat za javni sektor",4,"SPLOŠNE JAVNE STORITVE IN SKUPNE ADMINISTRATIVNE SLUŽBE",404,"Druge skupne administrativne službe",40402,"Nadzor na podroèju javne uprave",572800,NA,NA
"70","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",18,"MINISTRSTVO ZA ZUNANJE ZADEVE",1811,"Ministrstvo za zunanje zadeve",3,"ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE",301,"Politièna diplomacija in konzularne storitve",30101,"Izvajanje zunanje politike",18472370,17268241,NA
"71","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",18,"MINISTRSTVO ZA ZUNANJE ZADEVE",1811,"Ministrstvo za zunanje zadeve",3,"ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE",301,"Politièna diplomacija in konzularne storitve",30102,"Multilateralno sodelovanje",1000,4237652,3688553
"72","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",18,"MINISTRSTVO ZA ZUNANJE ZADEVE",1811,"Ministrstvo za zunanje zadeve",3,"ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE",301,"Politièna diplomacija in konzularne storitve",30103,"Predstavljanje Republike Slovenije v tujini",39816619,43676804,NA
"73","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",18,"MINISTRSTVO ZA ZUNANJE ZADEVE",1811,"Ministrstvo za zunanje zadeve",3,"ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE",302,"Gospodarska diplomacija",30201,"Gospodarsko sodelovanje",2709276,5024435,5931979
"74","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",18,"MINISTRSTVO ZA ZUNANJE ZADEVE",1811,"Ministrstvo za zunanje zadeve",3,"ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE",302,"Gospodarska diplomacija",30202,"Promocija slovenskega gospodarstva za tuje trge",289000,309667,324000
"75","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",18,"MINISTRSTVO ZA ZUNANJE ZADEVE",1811,"Ministrstvo za zunanje zadeve",3,"ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE",303,"Mednarodno razvojno sodelovanje in humanitarna pomoè",30301,"Medinstitucionalno sodelovanje",1e+05,57775,NA
"76","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",18,"MINISTRSTVO ZA ZUNANJE ZADEVE",1811,"Ministrstvo za zunanje zadeve",3,"ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE",303,"Mednarodno razvojno sodelovanje in humanitarna pomoè",30303,"Razvojno sodelovanje in mednarodna pomoè",4068993,8831321,5618704
"77","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",18,"MINISTRSTVO ZA ZUNANJE ZADEVE",1811,"Ministrstvo za zunanje zadeve",18,"KULTURA IN CIVILNA DRUŽBA",1803,"Programi v kulturi in mediji",180303,"Mednarodno sodelovanje na podroèju kulture",103321,102028,1e+05
"78","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",19,"MINISTRSTVO ZA OBRAMBO",1911,"Ministrstvo za obrambo",7,"OBRAMBA IN ZAŠÈITA",701,"Upravljanje obrambnega sistema in krizno upravljanje",70101,"Skupne obrambne funkcije in obrambno naèrtovanje",25920669,25379737,26646816
"79","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",19,"MINISTRSTVO ZA OBRAMBO",1911,"Ministrstvo za obrambo",7,"OBRAMBA IN ZAŠÈITA",701,"Upravljanje obrambnega sistema in krizno upravljanje",70102,"Mednarodno obrambno sodelovanje",7189811,7044754,7538900
"80","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",19,"MINISTRSTVO ZA OBRAMBO",1911,"Ministrstvo za obrambo",7,"OBRAMBA IN ZAŠÈITA",701,"Upravljanje obrambnega sistema in krizno upravljanje",70103,"Oprema in infrastruktura",6220682,8491205,7670689
