"","BLC_I","BLC_NAME","NADSKUPINA_ID","NADSKUPINA_NAME","SPU_ID","SPU_NAME","PU_ID","PU_NAME","POL_ID","POL_NAME","PRG_ID","PRG_NAME","POD_ID","POD_NAME","SPP2015","SPP2016","SPP2018"
"157","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2334,"Agencija Republike Slovenije za okolje",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1501,"Urejanje sistema in podporne dejavnosti na podroèju okoljske politike",150103,"Spremljanje stanja okolja in hidrološka dejavnost",8507922.18,NA,NA
"158","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2334,"Agencija Republike Slovenije za okolje",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1501,"Urejanje sistema in podporne dejavnosti na podroèju okoljske politike",150104,"Spremljanje in napovedovanja vremena in podnebja",1863664,NA,NA
"159","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2334,"Agencija Republike Slovenije za okolje",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1501,"Urejanje sistema in podporne dejavnosti na podroèju okoljske politike",150105,"Spremljanje potresne dejavnosti",70074,NA,NA
"160","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2334,"Agencija Republike Slovenije za okolje",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1501,"Urejanje sistema in podporne dejavnosti na podroèju okoljske politike",150106,"Podporne dejavnosti na podroèju okoljske politike",14399070,NA,NA
"161","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2334,"Agencija Republike Slovenije za okolje",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1502,"Trajnostna raba voda in upravljanje z vodami",150201,"Upravljanje z vodami",1218004,NA,NA
"162","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2334,"Agencija Republike Slovenije za okolje",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1503,"Zmanjševanje in prepreèevanje emisij v zrak",150301,"Kakovost zraka",115000,NA,NA
"163","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2334,"Agencija Republike Slovenije za okolje",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1504,"Ohranjanje biotske raznovrstnosti in varstvo naravnih vrednot",150401,"Ohranjanje biotske raznovrstnosti in varstvo naravnih vrednot",962000,NA,NA
"164","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2334,"Agencija Republike Slovenije za okolje",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1505,"Ravnanje z odpadki",150501,"Ravnanje z odpadki",42140,NA,NA
"165","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2335,"Uprava Republike Slovenije za jedrsko varnost",3,"ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE",303,"Mednarodno razvojno sodelovanje in humanitarna pomoè",30302,"Èlanstvo v mednarodnih institucijah",450000,NA,NA
"166","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2335,"Uprava Republike Slovenije za jedrsko varnost",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1506,"Jedrska varnost",150601,"Jedrska varnost",2071398.08,NA,NA
"167","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2336,"Inšpektorat Republike Slovenije za kmetijstvo in okolje",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1106,"Varna hrana in veterinarstvo",110603,"Nadzor in monitoringi živil in krme",6153027,NA,NA
"168","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2336,"Inšpektorat Republike Slovenije za kmetijstvo in okolje",15,"VAROVANJE OKOLJA IN OKOLJSKA INFRASTRUKTURA",1501,"Urejanje sistema in podporne dejavnosti na podroèju okoljske politike",150107,"Nadzor na podroèju okolja in narave",172301,NA,NA
"169","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2337,"Uprava Republike Slovenije za varno hrano, veterinarstvo in varstvo rastlin",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1106,"Varna hrana in veterinarstvo",110601,"Izboljšanje kakovosti hrane",619615,NA,NA
"170","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2337,"Uprava Republike Slovenije za varno hrano, veterinarstvo in varstvo rastlin",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1106,"Varna hrana in veterinarstvo",110602,"Zdravstveno varstvo rastlin in živali",17260364,NA,NA
"171","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",233,"MINISTRSTVO ZA KMETIJSTVO IN OKOLJE",2337,"Uprava Republike Slovenije za varno hrano, veterinarstvo in varstvo rastlin",11,"KMETIJSTVO, GOZDARSTVO, RIBIŠTVO IN PREHRANA",1106,"Varna hrana in veterinarstvo",110603,"Nadzor in monitoringi živil in krme",17351056.28,NA,NA
"172","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",12,"VIRI ENERGIJE IN ENERGETSKA UÈINKOVITOST",1201,"Urejanje sistema in podporne dejavnosti na podroèju energetike",120101,"Urejanje in razvoj na podroèju energetike",4186000,NA,NA
"173","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",12,"VIRI ENERGIJE IN ENERGETSKA UÈINKOVITOST",1202,"Oskrba z energijo in energetska uèinkovitost",120201,"Obnovljivi viri energije",391912,NA,NA
"174","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",12,"VIRI ENERGIJE IN ENERGETSKA UÈINKOVITOST",1202,"Oskrba z energijo in energetska uèinkovitost",120202,"Uèinkovita raba energije",54523915.62,NA,NA
"175","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",12,"VIRI ENERGIJE IN ENERGETSKA UÈINKOVITOST",1203,"Gospodarjenje in raziskovanje mineralnih surovin",120301,"Gospodarjenje z mineralnimi surovinami",5e+06,NA,NA
"176","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",13,"PROMET IN PROMETNA INFRASTRUKTURA",1301,"Urejanje sistema in podporne dejavnosti na podroèju prometa",130101,"Urejanje in razvoj na podroèju prometa in prometne infrastrukture",6239853.7,NA,NA
"177","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",13,"PROMET IN PROMETNA INFRASTRUKTURA",1302,"Cestni promet in infrastruktura",130203,"Razvoj avtocestnega in cestnega omrežja",22295000,NA,NA
"178","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",13,"PROMET IN PROMETNA INFRASTRUKTURA",1303,"Železniški promet in infrastruktura",130301,"Urejanje sistema železniškega prometa",1831500,NA,NA
"179","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",13,"PROMET IN PROMETNA INFRASTRUKTURA",1303,"Železniški promet in infrastruktura",130302,"Vzdrževanje javne železniške infrastrukture",40754735,NA,NA
"180","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",13,"PROMET IN PROMETNA INFRASTRUKTURA",1303,"Železniški promet in infrastruktura",130303,"Investicijska dejavnost na železniški infrastrukturi",355070417.6,NA,NA
"181","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",13,"PROMET IN PROMETNA INFRASTRUKTURA",1303,"Železniški promet in infrastruktura",130304,"Zagotavljanje varnosti v železniškem prometu",36615000,NA,NA
"182","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",13,"PROMET IN PROMETNA INFRASTRUKTURA",1304,"Zraèni promet in letališka infrastruktura",130401,"Razvoj letališè in letališke infrastrukture",4043200,NA,NA
"183","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",13,"PROMET IN PROMETNA INFRASTRUKTURA",1304,"Zraèni promet in letališka infrastruktura",130402,"Razvoj in upravljanje civilnega letalstva",3020132,NA,NA
"184","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",13,"PROMET IN PROMETNA INFRASTRUKTURA",1305,"Vodni promet in infrastruktura",130501,"Razvoj pomorstva in prometa po celinskih vodah",703478,NA,NA
"185","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",13,"PROMET IN PROMETNA INFRASTRUKTURA",1306,"Trajnostna mobilnost",130601,"Upravljanje prometne politike",564263,NA,NA
"186","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",13,"PROMET IN PROMETNA INFRASTRUKTURA",1306,"Trajnostna mobilnost",130602,"Zagotavljanje varnosti v cestnem prometu",3049620,NA,NA
"187","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",13,"PROMET IN PROMETNA INFRASTRUKTURA",1306,"Trajnostna mobilnost",130603,"Integriran sistem javnega potniškega prometa",92953252.98,NA,NA
"188","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",16,"PROSTORSKO PLANIRANJE IN STANOVANJSKA DEJAVNOST",1601,"Urejanje sistema in podporne dejavnosti na podroèju prostora",160101,"Urejanje in administracija na podroèju prostora",4550000,NA,NA
"189","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",16,"PROSTORSKO PLANIRANJE IN STANOVANJSKA DEJAVNOST",1602,"Upravljanje s prostorom",160201,"Upravljanje s prostorom",932679.94,NA,NA
"190","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2430,"Ministrstvo za infrastrukturo in prostor",16,"PROSTORSKO PLANIRANJE IN STANOVANJSKA DEJAVNOST",1603,"Stanovanjska dejavnost",160301,"Stanovanjska dejavnost",671750,NA,NA
"191","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2431,"Direkcija Republike Slovenije za ceste",13,"PROMET IN PROMETNA INFRASTRUKTURA",1301,"Urejanje sistema in podporne dejavnosti na podroèju prometa",130101,"Urejanje in razvoj na podroèju prometa in prometne infrastrukture",3134417.33,NA,NA
"192","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2431,"Direkcija Republike Slovenije za ceste",13,"PROMET IN PROMETNA INFRASTRUKTURA",1302,"Cestni promet in infrastruktura",130201,"Upravljanje in tekoèe vzdrževanje državnih cest",19379728,NA,NA
"193","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2431,"Direkcija Republike Slovenije za ceste",13,"PROMET IN PROMETNA INFRASTRUKTURA",1302,"Cestni promet in infrastruktura",130202,"Investicijsko vzdrževanje in gradnja državnih cest",83217338,NA,NA
"194","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2432,"Uprava Republike Slovenije za pomorstvo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1305,"Vodni promet in infrastruktura",130502,"Pristaniška infrastruktura",707920,NA,NA
"195","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2432,"Uprava Republike Slovenije za pomorstvo",13,"PROMET IN PROMETNA INFRASTRUKTURA",1305,"Vodni promet in infrastruktura",130503,"Nadzor in varnost vodnega prometa",2957496,NA,NA
"196","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2432,"Uprava Republike Slovenije za pomorstvo",19,"IZOBRAŽEVANJE IN ŠPORT",1904,"Srednje splošno in poklicno šolstvo",190403,"Izobraževanje in usposabljanje pomoršèakov",20000,NA,NA
"197","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2433,"Geodetska uprava Republike Slovenije",16,"PROSTORSKO PLANIRANJE IN STANOVANJSKA DEJAVNOST",1601,"Urejanje sistema in podporne dejavnosti na podroèju prostora",160102,"Urejanje in administracija na podroèju geodezije in nepremièninskih evidenc",16136080,NA,NA
"198","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2433,"Geodetska uprava Republike Slovenije",16,"PROSTORSKO PLANIRANJE IN STANOVANJSKA DEJAVNOST",1604,"Geodezija in nepremièninske evidence",160401,"Geodezija in nepremièninske evidence",4750146.06,NA,NA
"199","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2434,"Inšpektorat Republike Slovenije za promet, energetiko in prostor",12,"VIRI ENERGIJE IN ENERGETSKA UÈINKOVITOST",1201,"Urejanje sistema in podporne dejavnosti na podroèju energetike",120102,"Nadzor na podroèju energetike",1504426,NA,NA
"200","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2434,"Inšpektorat Republike Slovenije za promet, energetiko in prostor",13,"PROMET IN PROMETNA INFRASTRUKTURA",1301,"Urejanje sistema in podporne dejavnosti na podroèju prometa",130102,"Nadzor na podroèju prometa",2062059,NA,NA
"201","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",243,"MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR",2434,"Inšpektorat Republike Slovenije za promet, energetiko in prostor",16,"PROSTORSKO PLANIRANJE IN STANOVANJSKA DEJAVNOST",1601,"Urejanje sistema in podporne dejavnosti na podroèju prostora",160103,"Nadzor  na podroèju prostora",4865393.32,NA,NA
"202","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",10,"TRG DELA IN DELOVNI POGOJI",1001,"Urejanje sistema in podporne dejavnosti na podroèju trga dela ter storitve za trg dela",100102,"Podporna dejavnost trga dela",3260251.96,5745242.19,9471494
"203","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",10,"TRG DELA IN DELOVNI POGOJI",1001,"Urejanje sistema in podporne dejavnosti na podroèju trga dela ter storitve za trg dela",100103,"Storitve trga dela",30849019.69,28746858,30528184
"204","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",10,"TRG DELA IN DELOVNI POGOJI",1002,"APZ - Usposabljanje in izobraževanje",100201,"Usposabljanje in izobraževanje",8654947,3184519,7332148
"205","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",10,"TRG DELA IN DELOVNI POGOJI",1002,"APZ - Usposabljanje in izobraževanje",100202,"Razvoj kadrov",2300200.84,NA,NA
"206","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",10,"TRG DELA IN DELOVNI POGOJI",1004,"APZ - Spodbude za zaposlovanje",100401,"Spodbude za zaposlovanje",13287399.43,63255000,48143273.58
"207","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",10,"TRG DELA IN DELOVNI POGOJI",1005,"APZ - Kreiranje delovnih mest",100501,"Kreiranje delovnih mest",29196857.47,38380000,37490000
"208","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",10,"TRG DELA IN DELOVNI POGOJI",1005,"APZ - Kreiranje delovnih mest",100502,"Podpora zaposlovanju in rehabilitaciji invalidov",7761261,7950897,8275772
"209","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",10,"TRG DELA IN DELOVNI POGOJI",1007,"PPZ - Varstvo brezposelnih oseb",100701,"Denarna nadomestila brezposelnim",295314736,183806042,163899465
"210","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",18,"KULTURA IN CIVILNA DRUŽBA",1802,"Ohranjanje kulturne dedišèine",180203,"Vojna grobišèa",525590,830000,580000
"211","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",18,"KULTURA IN CIVILNA DRUŽBA",1804,"Podpora nevladnim organizacijam in civilni družbi",180405,"Enake možnosti",297706,545534,267000
"212","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",18,"KULTURA IN CIVILNA DRUŽBA",1804,"Podpora nevladnim organizacijam in civilni družbi",180406,"Podpora nevladnim organizacijam na podroèju vojne zakonodaje",1067455,220000,250000
"213","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",19,"IZOBRAŽEVANJE IN ŠPORT",1907,"Državne štipendije, štipendije za nadarjene ter nagrade za trajnostni razvoj",190701,"Štipendije",103425223,97719130,94222890
"214","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",19,"IZOBRAŽEVANJE IN ŠPORT",1908,"Pomoèi šolajoèim",190801,"Prehrana študentov, dijakov in uèencev",15522600,14200000,13220000
"215","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",20,"SOCIALNA VARNOST",2001,"Urejanje sistema in podporne dejavnosti na podroèju socialne varnosti",200101,"Podporne dejavnosti na podroèju dela, družine ter socialnih zadev",14738739,17166766,49688022.91
"216","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",20,"SOCIALNA VARNOST",2001,"Urejanje sistema in podporne dejavnosti na podroèju socialne varnosti",200102,"Dejavnost zunanjih izvajalcev na podroèju socialnega varstva",2008317,2084030,409258
"217","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",20,"SOCIALNA VARNOST",2002,"Socialne pomoèi in nadomestila neposredno upravièencem",200201,"Denarna socialna pomoè",197182699,225227058.6,202747867
"218","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",20,"SOCIALNA VARNOST",2002,"Socialne pomoèi in nadomestila neposredno upravièencem",200202,"Varstvo duševno in telesno prizadetih",28541147,28546000,28616000
"219","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",20,"SOCIALNA VARNOST",2002,"Socialne pomoèi in nadomestila neposredno upravièencem",200203,"Pravice po vojni zakonodaji",62636000,49745014,56994000
"220","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",20,"SOCIALNA VARNOST",2003,"Socialno varstvene storitve",200301,"Centri za socialno delo",41431225,43886730,45003313
"221","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",20,"SOCIALNA VARNOST",2003,"Socialno varstvene storitve",200302,"Varstveno delovni centri",28506079,28652781,32820479
"222","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",20,"SOCIALNA VARNOST",2003,"Socialno varstvene storitve",200303,"Zavodi za usposabljanje",12898064,14993444,13061824
"223","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",20,"SOCIALNA VARNOST",2003,"Socialno varstvene storitve",200304,"Varstvo pravic oseb s težavami v duševnem zdravju",96840,236840,160000
"224","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",20,"SOCIALNA VARNOST",2004,"Programi socialnega varstva in izenaèevanje možnosti za invalide",200401,"Programi socialnega varstva",10893140,16258103,17773950
"225","A","Bilanca odhodkov",2,"VLADNI PRORAÈUNSKI UPORABNIKI",26,"MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",2611,"Ministrstvo za delo, družino, socialne zadeve in enake možnosti",20,"SOCIALNA VARNOST",2004,"Programi socialnega varstva in izenaèevanje možnosti za invalide",200402,"Izenaèevanje možnosti za invalide",4350337,6010000,5485000
