"","BLC_ID","BLC_NAME","K2_ID","K2_NAME","K3_ID","K3_NAME","K4_ID","K4_NAME","SPS2015","SPS2016","pro_2016","SPS2017","pro_2017","SPS2018","pro_2018","SPS2019","pro_2019"
"101","A","Bilanca prihodkov in odhodkov",42,"INVESTICIJSKI ODHODKI",420,"Nakup in gradnja osnovnih sredstev",4200,"Nakup zgradb in prostorov",6046306.01,16708240.16,176.34,2984613.16,-82.14,4899532.32,64.16,1577143.24,-67.81
"102","A","Bilanca prihodkov in odhodkov",42,"INVESTICIJSKI ODHODKI",420,"Nakup in gradnja osnovnih sredstev",4201,"Nakup prevoznih sredstev",7198610.89,16353342.73,127.17,10039329,-38.61,11285330,12.41,30901919.45,173.82
"103","A","Bilanca prihodkov in odhodkov",42,"INVESTICIJSKI ODHODKI",420,"Nakup in gradnja osnovnih sredstev",4202,"Nakup opreme",37881476,52429744.16,38.4,42328462.54,-19.27,54654364.33,29.12,44399290,-18.76
"104","A","Bilanca prihodkov in odhodkov",42,"INVESTICIJSKI ODHODKI",420,"Nakup in gradnja osnovnih sredstev",4203,"Nakup drugih osnovnih sredstev",67039.96,299541.17,346.81,123991,-58.61,120273,-3,126493.17,5.17000000000001
"105","A","Bilanca prihodkov in odhodkov",42,"INVESTICIJSKI ODHODKI",420,"Nakup in gradnja osnovnih sredstev",4204,"Novogradnje, rekonstrukcije in adaptacije",419835642.1,155485980,-62.97,211903016.2,36.28,263699665,24.44,241838815.4,-8.29
"106","A","Bilanca prihodkov in odhodkov",42,"INVESTICIJSKI ODHODKI",420,"Nakup in gradnja osnovnih sredstev",4205,"Investicijsko vzdrževanje in obnove",35844484.47,68405099.28,90.84,89932167.36,31.47,106179017.3,18.07,79682129.16,-24.95
"107","A","Bilanca prihodkov in odhodkov",42,"INVESTICIJSKI ODHODKI",420,"Nakup in gradnja osnovnih sredstev",4206,"Nakup zemljišè in naravnih bogastev",18670921.64,22084652.23,18.28,25114235.08,13.72,22452032.12,-10.6,27278913.75,21.5
"108","A","Bilanca prihodkov in odhodkov",42,"INVESTICIJSKI ODHODKI",420,"Nakup in gradnja osnovnih sredstev",4207,"Nakup nematerialnega premoženja",22367241,25387967.18,13.51,23847963.12,-6.07,30474642.21,27.79,30477578.94,0.0099999999999989
"109","A","Bilanca prihodkov in odhodkov",42,"INVESTICIJSKI ODHODKI",420,"Nakup in gradnja osnovnih sredstev",4208,"Študije o izvedljivosti projektov, projektna dokumentacija, nadzor in investicijski inženiring",49688474.9,60682067.72,22.13,72382260.77,19.28,73064782.71,0.940000000000007,87985642.91,20.42
"110","A","Bilanca prihodkov in odhodkov",43,"INVESTICIJSKI TRANSFERI",431,"Investicijski transferi pravnim in fiziènim osebam, ki niso proraèunski uporabniki",4310,"Investicijski transferi nepridobitnim organizacijam in ustanovam",24870908.56,71064295.82,185.73,119356058.6,67.96,4800481.59,-95.98,11895335.47,147.79
"111","A","Bilanca prihodkov in odhodkov",43,"INVESTICIJSKI TRANSFERI",431,"Investicijski transferi pravnim in fiziènim osebam, ki niso proraèunski uporabniki",4311,"Investicijski transferi javnim podjetjem in družbam, ki so v lasti države ali obèin",13245000,28508770.07,115.24,27545696.14,-3.38000000000001,12405126,-54.97,21083412,69.96
"112","A","Bilanca prihodkov in odhodkov",43,"INVESTICIJSKI TRANSFERI",431,"Investicijski transferi pravnim in fiziènim osebam, ki niso proraèunski uporabniki",4313,"Investicijski transferi privatnim podjetjem",84498876.52,54246964.91,-35.8,24876921.32,-54.14,45113149.01,81.35,42561658,-5.66
"113","A","Bilanca prihodkov in odhodkov",43,"INVESTICIJSKI TRANSFERI",431,"Investicijski transferi pravnim in fiziènim osebam, ki niso proraèunski uporabniki",4314,"Investicijski transferi posameznikom in zasebnikom",71851083.22,36268430,-49.52,57965328,59.82,14675032.62,-74.68,8699330,-40.72
"114","A","Bilanca prihodkov in odhodkov",43,"INVESTICIJSKI TRANSFERI",431,"Investicijski transferi pravnim in fiziènim osebam, ki niso proraèunski uporabniki",4315,"Investicijski transferi drugim izvajalcem javnih služb, ki niso posredni proraèunski uporabniki",637811.54,762963.46,19.62,691665,-9.34,2326911.16,236.42,1042100,-55.22
"115","A","Bilanca prihodkov in odhodkov",43,"INVESTICIJSKI TRANSFERI",431,"Investicijski transferi pravnim in fiziènim osebam, ki niso proraèunski uporabniki",4316,"Investicijski transferi v tujino",615000,5000,-99.19,5000,0,5020.73,0.409999999999999,3211250,63859.82
"116","A","Bilanca prihodkov in odhodkov",43,"INVESTICIJSKI TRANSFERI",432,"Investicijski transferi proraèunskim uporabnikom",4320,"Investicijski transferi obèinam",413845810.8,149738695.3,-63.82,90061316.95,-39.85,177544950.1,97.14,202626432.3,14.13
"117","A","Bilanca prihodkov in odhodkov",43,"INVESTICIJSKI TRANSFERI",432,"Investicijski transferi proraèunskim uporabnikom",4321,"Investicijski transferi javnim skladom in agencijam",442715.31,702981,58.79,537981,-23.47,1034204,92.24,1986171.52,92.05
"118","A","Bilanca prihodkov in odhodkov",43,"INVESTICIJSKI TRANSFERI",432,"Investicijski transferi proraèunskim uporabnikom",4322,"Investicijski transferi v državni proraèun",20000,20000,0,20000,0,20000,0,90235,351.18
"119","A","Bilanca prihodkov in odhodkov",43,"INVESTICIJSKI TRANSFERI",432,"Investicijski transferi proraèunskim uporabnikom",4323,"Investicijski transferi javnim zavodom",84044134.1,46269205.13,-44.95,64897250.12,40.26,78428054.82,20.85,52085162.22,-33.59
"120","A","Bilanca prihodkov in odhodkov",45,"PLAÈILA SREDSTEV V PRORAÈUN EVROPSKE UNIJE",450,"Plaèila sredstev v proraèun Evropske unije",4500,"Plaèila tradicionalnih lastnih sredstev v proraèun Evropske unije",69939895,64200000,-8.21,65121362,1.44,65332353.84,0.320000000000009,80771000,23.63
"121","A","Bilanca prihodkov in odhodkov",45,"PLAÈILA SREDSTEV V PRORAÈUN EVROPSKE UNIJE",450,"Plaèila sredstev v proraèun Evropske unije",4501,"Plaèila sredstev v proraèun EU iz naslova davka na dodano vrednost",55215707,56158800,1.70999999999999,56981191,1.45999999999999,58631599.6,2.89999999999999,57342398,-2.2
"122","A","Bilanca prihodkov in odhodkov",45,"PLAÈILA SREDSTEV V PRORAÈUN EVROPSKE UNIJE",450,"Plaèila sredstev v proraèun Evropske unije",4502,"Plaèila sredstev v proraèun EU iz naslova bruto nacionalnega dohodka",265035391,267700762,1.01,269846642,0.800000000000001,272218141,0.879999999999992,270020000,-0.81
"123","A","Bilanca prihodkov in odhodkov",45,"PLAÈILA SREDSTEV V PRORAÈUN EVROPSKE UNIJE",450,"Plaèila sredstev v proraèun Evropske unije",4503,"Plaèila sredstev v proraèun EU iz naslova popravka v korist Združenega Kraljestva",23190597,23737913,2.36000000000001,22792477,-3.97999999999999,22615045.56,-0.780000000000003,24646573,8.98000000000001
"124","B","Raèun finanènih terjatev in naložb",75,"PREJETA VRAÈILA DANIH POSOJIL IN PRODAJA KAPITALSKIH DELEŽEV",750,"Prejeta vraèila danih posojil",7500,"Prejeta vraèila danih posojil od posameznikov in zasebnikov",6725,NA,NA,NA,NA,NA,NA,NA,NA
"125","B","Raèun finanènih terjatev in naložb",75,"PREJETA VRAÈILA DANIH POSOJIL IN PRODAJA KAPITALSKIH DELEŽEV",750,"Prejeta vraèila danih posojil",7504,"Prejeta vraèila danih posojil od privatnih podjetij",2495115,NA,NA,NA,NA,NA,NA,NA,NA
"126","B","Raèun finanènih terjatev in naložb",75,"PREJETA VRAÈILA DANIH POSOJIL IN PRODAJA KAPITALSKIH DELEŽEV",750,"Prejeta vraèila danih posojil",7509,"Prejeta vraèila plaèanih poroštev",650000,369006344.7,56670.21,5e+05,-99.86,NA,NA,NA,NA
"127","B","Raèun finanènih terjatev in naložb",75,"PREJETA VRAÈILA DANIH POSOJIL IN PRODAJA KAPITALSKIH DELEŽEV",752,"Kupnine iz naslova privatizacije",7520,"Sredstva kupnin iz naslova privatizacije",1100000,1900000,72.73,1900000,0,1900000,0,1900000,0
"128","B","Raèun finanènih terjatev in naložb",44,"DANA POSOJILA IN POVEÈANJE KAPITALSKIH DELEŽEV",440,"Dana posojila",4403,"Dana posojila finanènim institucijam",4e+07,5e+07,25,NA,NA,NA,NA,NA,NA
"129","B","Raèun finanènih terjatev in naložb",44,"DANA POSOJILA IN POVEÈANJE KAPITALSKIH DELEŽEV",440,"Dana posojila",4404,"Dana posojila privatnim podjetjem",8e+06,28800000,260,27100000,-5.90000000000001,2.7e+07,-0.370000000000004,8180000,-69.7
"130","B","Raèun finanènih terjatev in naložb",44,"DANA POSOJILA IN POVEÈANJE KAPITALSKIH DELEŽEV",440,"Dana posojila",4409,"Plaèila zapadlih poroštev",9915060.12,259995000,2522.22,68530000,-73.64,3.7e+07,-46.01,8e+06,-78.38
"131","B","Raèun finanènih terjatev in naložb",44,"DANA POSOJILA IN POVEÈANJE KAPITALSKIH DELEŽEV",441,"Poveèanje kapitalskih deležev in finanènih naložb",4410,"Poveèanje kapitalskih deležev v javnih podjetjih in družbam, ki so v lasti države ali obèin",2e+08,383622000,91.81,283622000,-26.07,2e+08,-29.48,2e+08,0
"132","B","Raèun finanènih terjatev in naložb",44,"DANA POSOJILA IN POVEÈANJE KAPITALSKIH DELEŽEV",441,"Poveèanje kapitalskih deležev in finanènih naložb",4414,"Poveèanje kapitalskih deležev v tujino",6679500,685000,-89.74,2e+05,-70.8,NA,NA,NA,NA
"133","B","Raèun finanènih terjatev in naložb",44,"DANA POSOJILA IN POVEÈANJE KAPITALSKIH DELEŽEV",442,"Poraba sredstev kupnin iz naslova privatizacije",4420,"Dana posojila iz sredstev kupnin",1750000,4005681.37,128.9,4005681.37,0,3246105.54,-18.96,3400000,4.74000000000001
"134","B","Raèun finanènih terjatev in naložb",44,"DANA POSOJILA IN POVEÈANJE KAPITALSKIH DELEŽEV",442,"Poraba sredstev kupnin iz naslova privatizacije",4421,"Sredstva kupnin, razporejena v javne sklade in agencije",1034500,6079029.02,487.63,1313813,-78.39,8435922.74,542.09,7e+06,-17.02
"135","B","Raèun finanènih terjatev in naložb",44,"DANA POSOJILA IN POVEÈANJE KAPITALSKIH DELEŽEV",443,"Poveèanje namenskega premoženja v javnih skladih in drugih pravnih osebah javnega prava, ki imajo premoženje v svoji lasti",4430,"Poveèanje  namenskega premoženja v javnih skladih",2700000,NA,NA,NA,NA,NA,NA,NA,NA
"136","C","Raèun financiranja",50,"ZADOLŽEVANJE",500,"Domaèe zadolževanje",5000,"Najeti krediti pri Banki Slovenije",2696340103,2592592232,-3.85,4109443158,58.51,3371153924,-17.97,3255112170,-3.44
"137","C","Raèun financiranja",55,"ODPLAÈILA DOLGA",550,"Odplaèila domaèega dolga",5501,"Odplaèila kreditov poslovnim bankam",232222222.2,94444444.44,-59.33,44444444.44,-52.94,114444444.5,157.5,44444444.44,-61.17
"138","C","Raèun financiranja",55,"ODPLAÈILA DOLGA",550,"Odplaèila domaèega dolga",5503,"Odplaèila kreditov drugim domaèim kreditodajalcem",68354276.54,68354276.6,0,NA,NA,1e+05,NA,NA,NA
"139","C","Raèun financiranja",55,"ODPLAÈILA DOLGA",550,"Odplaèila domaèega dolga",5504,"Odplaèila glavnice vrednostnih papirjev, izdanih na domaèem trgu",1266297713,2158760486,70.48,2865825255,32.75,681645730,-76.21,1801000313,164.21
"140","C","Raèun financiranja",55,"ODPLAÈILA DOLGA",551,"Odplaèila dolga v tujino",5510,"Odplaèila dolga mednarodnim finanènim institucijam",4420226.55,4479963.6,1.35000000000001,8116327.24,81.17,17093833.87,110.61,20886715.04,22.19
"141","A","Bilanca prihodkov in odhodkov",73,"PREJETE DONACIJE",730,"Prejete donacije iz domaèih virov",7301,"Prejete donacije in darila od domaèih fiziènih oseb",NA,3145488,NA,3145488,0,3610978,14.8,4221570,16.91
"142","A","Bilanca prihodkov in odhodkov",73,"PREJETE DONACIJE",731,"Prejete donacije iz tujine",7311,"Prejete donacije in darila od tujih vlad in vladnih institucij",NA,711544,NA,711544,0,1302889,83.11,918291,-29.52
"143","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE",784,"Prejeta sredstva iz proraèuna EU za izvajanje centraliziranih in drugih programov EU",7842,"Prejeta sredstva iz proraèuna EU iz naslova Konkurenènost za rast in zaposlovanje",NA,21224425,NA,51344767,141.91,NA,NA,NA,NA
"144","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE",784,"Prejeta sredstva iz proraèuna EU za izvajanje centraliziranih in drugih programov EU",7843,"Prejeta sredstva iz proraèuna EU iz naslova Državljanstvo, svoboda, varnost in pravica",NA,94675575,NA,15655233,-83.46,NA,NA,NA,NA
"145","A","Bilanca prihodkov in odhodkov",40,"TEKOÈI ODHODKI",409,"Rezerve",4092,"Druge rezerve",NA,1.33e+08,NA,5e+06,-96.24,6e+06,20,5e+06,-16.67
"146","A","Bilanca prihodkov in odhodkov",41,"TEKOÈI TRANSFERI",411,"Transferi posameznikom in gospodinjstvom",4116,"Boleznine",NA,24000,NA,24000,0,15000,-37.5,15000,0
"147","B","Raèun finanènih terjatev in naložb",44,"DANA POSOJILA IN POVEÈANJE KAPITALSKIH DELEŽEV",440,"Dana posojila",4401,"Dana posojila javnim skladom",NA,68882828.21,NA,57761853,-16.14,112163818.5,94.18,8820000,-92.14
"148","B","Raèun finanènih terjatev in naložb",44,"DANA POSOJILA IN POVEÈANJE KAPITALSKIH DELEŽEV",440,"Dana posojila",4405,"Dana posojila obèinam",NA,3.3e+07,NA,3.3e+07,0,2.2e+07,-33.33,3.3e+07,50
"149","B","Raèun finanènih terjatev in naložb",44,"DANA POSOJILA IN POVEÈANJE KAPITALSKIH DELEŽEV",443,"Poveèanje namenskega premoženja v javnih skladih in drugih pravnih osebah javnega prava, ki imajo premoženje v svoji lasti",4430,"Poveèanje namenskega premoženja v javnih skladih",NA,140977.48,NA,140977.48,0,5340977.48,3688.53,3240313.58,-39.33
"150","C","Raèun financiranja",55,"ODPLAÈILA DOLGA",551,"Odplaèila dolga v tujino",5514,"Odplaèila glavnice vrednostnih papirjev, izdanih na tujih trgih",NA,1.5e+09,NA,NA,NA,1767636447,NA,1101332087,-37.69
"151","A","Bilanca prihodkov in odhodkov",45,"PLAÈILA SREDSTEV V PRORAÈUN EVROPSKE UNIJE",450,"Plaèila sredstev v proraèun Evropske unije",4504,"Plaèila sredstev v proraèun EU iz naslova popravkov BND vira",NA,NA,NA,4477094,NA,NA,NA,NA,NA
"152","A","Bilanca prihodkov in odhodkov",70,"DAVÈNI PRIHODKI",706,"Drugi davki in prispevki",7060,"Drugi davki in prispevki",NA,NA,NA,NA,NA,0,NA,3504078,Inf
"153","A","Bilanca prihodkov in odhodkov",72,"KAPITALSKI PRIHODKI",721,"Prihodki od prodaje zalog",7211,"Prihodki od prodaje drugih zalog",NA,NA,NA,NA,NA,0,NA,5939,Inf
"154","A","Bilanca prihodkov in odhodkov",73,"PREJETE DONACIJE",731,"Prejete donacije iz tujine",7312,"Prejete donacije in darila od tujih pravnih oseb",NA,NA,NA,NA,NA,2707,NA,2707,0
"155","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",781,"Prejeta sredstva iz proraèuna EU za izvajanje skupne kmetijske in ribiške politike",7810,"Prejeta sredstva iz proraèuna EU iz naslova tržnih ukrepov v kmetijstvu iz Evropskega kmetijskega jamstvenega in usmerjevalnega sklada - Jamstveni del (EAGGF - Guarantee Fund) in Evropskega kmetijskega jamstvenega sklada (EKJS)",NA,NA,NA,NA,NA,6245000,NA,6245000,0
"156","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",781,"Prejeta sredstva iz proraèuna EU za izvajanje skupne kmetijske in ribiške politike",7811,"Prejeta sredstva iz proraèuna EU iz naslova neposrednih plaèil v kmetijstvu iz Evropskega kmetijskega jamstvenega in usmerjevalnega sklada - Jamstveni del (EAGGF - Guarantee Fund) in Evropskega kmetijskega jamstvenega sklada (EKJS)",NA,NA,NA,NA,NA,136003000,NA,135141000,-0.629999999999997
"157","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",781,"Prejeta sredstva iz proraèuna EU za izvajanje skupne kmetijske in ribiške politike",7812,"Prejeta sredstva iz proraèuna EU iz naslova programa razvoja podeželja iz Evropskega kmetijskega jamstvenega in usmerjevalnega sklada - Jamstveni del (EAGGF - Guarantee Fund) in Evropskega kmetijskega sklada za razvoj podeželja (EKSRP)",NA,NA,NA,NA,NA,135676844,NA,121076920,-10.76
"158","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",781,"Prejeta sredstva iz proraèuna EU za izvajanje skupne kmetijske in ribiške politike",7813,"Ostala prejeta sredstva iz proraèuna EU za izvajanje skupne kmetijske politike",NA,NA,NA,NA,NA,1777683,NA,2500445,40.66
"159","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",781,"Prejeta sredstva iz proraèuna EU za izvajanje skupne kmetijske in ribiške politike",7814,"Prejeta sredstva iz proraèuna EU za izvajanje skupne ribiške politike",NA,NA,NA,NA,NA,3e+06,NA,5100000,70
"160","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",782,"Prejeta sredstva iz proraèuna EU iz strukturnih skladov",7821,"Prejeta sredstva iz proraèuna EU iz Evropskega sklada za regionalni razvoj (ERDF)",NA,NA,NA,NA,NA,378932255.5,NA,221405848,-41.57
"161","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",782,"Prejeta sredstva iz proraèuna EU iz strukturnih skladov",7822,"Prejeta sredstva iz Evropskega socialnega sklada (ESF)",NA,NA,NA,NA,NA,169404125.9,NA,144888392,-14.47
"162","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",782,"Prejeta sredstva iz proraèuna EU iz strukturnih skladov",7824,"Prejeta sredstva iz proraèuna EU iz naslova Pobude za zaposlovanje mladih (YEI)",NA,NA,NA,NA,NA,0,NA,NA,NA
"163","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",782,"Prejeta sredstva iz proraèuna EU iz strukturnih skladov",7825,"Prejeta sredstva iz proraèuna EU iz naslova Sklada za evropsko pomoè najbolj ogroženim",NA,NA,NA,NA,NA,3171860,NA,3116816,-1.74
"164","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",783,"Prejeta sredstva iz proraèuna EU iz kohezijskega sklada",7830,"Prejeta sredstva iz Kohezijskega sklada (CF)",NA,NA,NA,NA,NA,282902419.8,NA,189541767,-33
"165","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",784,"Prejeta sredstva iz proraèuna EU za izvajanje centraliziranih in drugih programov EU",7842,"Prejeta sredstva iz proraèuna EU iz naslova Konkurenènost za rast in zaposlovanje",NA,NA,NA,NA,NA,41675950.66,NA,38291037,-8.12
"166","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",784,"Prejeta sredstva iz proraèuna EU za izvajanje centraliziranih in drugih programov EU",7843,"Prejeta sredstva iz proraèuna EU iz naslova Državljanstvo, svoboda, varnost in pravica",NA,NA,NA,NA,NA,10330692.9,NA,27249578,163.77
"167","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",786,"Ostala prejeta sredstva iz proraèuna Evropske unije",7860,"Ostala prejeta sredstva iz proraèuna EU",NA,NA,NA,NA,NA,0,NA,NA,NA
"168","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",787,"Prejeta sredstva od drugih evropskih institucij in iz drugih držav",7870,"Prejeta sredstva od drugih evropskih institucij in iz drugih držav",NA,NA,NA,NA,NA,5458583,NA,1191700,-78.17
"169","A","Bilanca prihodkov in odhodkov",78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE IN IZ DRUGIH DRŽAV",788,"Prejeta vraèila sredstev iz proraèuna Evropske unije",7880,"Prejeta vraèila sredstev iz proraèuna Evropske unije",NA,NA,NA,NA,NA,0,NA,NA,NA
"170","A","Bilanca prihodkov in odhodkov",41,"TEKOÈI TRANSFERI",410,"Subvencije",4101,"Subvencije finanènim institucijam",NA,NA,NA,NA,NA,0,NA,NA,NA
"171","A","Bilanca prihodkov in odhodkov",42,"INVESTICIJSKI ODHODKI",420,"Nakup in gradnja osnovnih sredstev",4209,"Nakup blagovnih rezerv in intervencijskih zalog",NA,NA,NA,NA,NA,317,NA,NA,NA
"172","A","Bilanca prihodkov in odhodkov",45,"PLAÈILA SREDSTEV V PRORAÈUN EVROPSKE UNIJE",450,"Plaèila sredstev v proraèun Evropske unije",4504,"Plaèila sredstev v proraèun EU iz naslova popravkov BND vira v korist drugih držav",NA,NA,NA,NA,NA,2931579.98,NA,3057243,4.28999999999999
"173","B","Raèun finanènih terjatev in naložb",44,"DANA POSOJILA IN POVEÈANJE KAPITALSKIH DELEŽEV",440,"Dana posojila",4406,"Dana posojila v tujino",NA,NA,NA,NA,NA,71500000,NA,71500000,0
